vendor_normalized,sum_effective_value
BELL CANADA,4060319.97833337
PUBLIC WORKS AND GOVERNMENT,1957553.77
ALTIS HUMAN RESOURCES,1551216.7
MASHA KRUPP TRANSLATION GROUP,1097606.8
KEITH BAGG STAFFING RESOURCES,1094609.77
DELOITTE AND TOUCHE,743867.91
BAGG TECHNOLOGY RESOURCES,701861.44
QMR,668339.25
GOSS GILROY,502644
STEELCASE CANADA,449286.39
POI BUSINESS INTERIORS,373883.08
FERENCE WEICKER COMPANY,327050
ACOLE DE LANGUES LA CITA,323246
ERNST YOUNG,264750.3
GLOBAL ADVANTAGE CONSULTING GROUP,250776
LANGUAGE STUDIO THE,227972.48
TOYOTA CANADA,225838.45
FORD MOTOR COMPAMY,219286.16
ECOLE DE LANGUES LA CITE,213087.87
CANON,209500.229999999
SOFTCHOICE,203934.19
NISHA TECHONOLOGIES,200480.53
SAMSON ASSOCIES,172221.04
HICKLING ARTHURS LOW,169579.4
DYNAMIC PERSONNEL CONSULTANTS,153874.75
CANADIAN CORPS OF COMMISSIONAIRES,134058.54
TOSI PLACEMENT SERVICES,133104
TELECOM COMPUTER SERVICES,122543.11
WESTBAY RESEARCH,116418
EQUIFAX CANADA,113396
SYLVIE MERCIER,110285
WCM CONSULTING,107237
THE AIM GROUP,106294.8
IAN MARTIN,105152
ACTIVO,101274.16
CONFERENCE BOARD OF CANADA THE,100700
POSTMEDIA NETWORK,99006.08
EVISION SOFTSIM TECHNOLOGIES,98772.29
SAMSON ASSOCIATES CONSULTING,97613.925
INFO TECH RESEARCH GROUP,91530
IMPACT GROUP THE,88140
SCIENCE METRIX,78015.41
LUX RESEARCH,75174
AILEEN MURRAY,72038
CANADIAN PRESS ENTERPRISES,71705.88
FMC PROFESSIONALS,71577.78
PAUL A BARNETT ASSOCIATES,70994.39
ERNEST STOKES TOM MCCORMACK,69995
TAG HR THE ASSOCIATES GROUP,69327
FROST SULLIVAN,68602
TOTEM OFFISOURCE,67288.87
MANPOWER SERVICES CANADA,66510
TEKNION,64143.15
ENDLESS FILMS,62885
ARTEMP PERSONNEL SERVICES,59231.75
NGL NORDICITY GROUP,56471.75
NORTHERN MICRO,55681.85
2946271 CANADA,55574
SPACESAVER MOBILE STORAGE SYSTEMS,54381.25
INTERNATIONAL DATA,54240
CDW CANADA,52125
SYSTEMSCOPE,51550.039999999
TAG HR,51415
FERENCE COMPANY CONSULTING,50850
CORPORATE TELECOM SERVICES,50827.4
MEDIA Q,50714.4
LUMINA IT,49438
SHRED IT,49332
EPIXUS,49155
PERFORMANCE MANAGEMENT NETWORK,47460
RED TREE PRODUCTIONS,45115.25
GLOBAL UPHOLSTERY COMPANY,43487.46
EXCEL HUMAN RESOURCES,43460.19
QUINTET CONSULTING,43053
FRISCHKORN AUDIO VISUAL,42916.94
GLOBAL UPHOLSTERY,42517.03
HACKETT CONSULTING,41684.4
DELL COMPUTER,40865.41
GARTNER,40850
SERVICES LINGUISTIQUES MORIN,40510.05
ADECCO SERVICES DE RESOURCES,37918
ECOLE DE LANGUES ABCE,36312.5
DARE HUMAN RESOURCE,33728
KELLY SERVICES CANADA,33084
WILLIAM M BIGGS,31866
OPENTEXT,31640
1143048 ONTARIO,31100.72
SLOFAC,29281.13
MACKINNON CHARLTON,27435
GLOBE AWARDS PROMOTIONS,25922.2
CISION CANADA,25616.85
XEROX,25302.7600000002
HART ASSOCIATES MANAGEMENT,25000
FUNDING PORTAL THE,24995
6139728 CANADA,24973
STATEL CAPITAL TECHNOLOGY PARTNERS,24860
RONALD BISSON AND ASSOCIATES,24860
CANADIAN MANUFACTURERS AND EXPORTS,24719
CANADIAN MANUFACTURERS AND,24718.75
TIMOTHY R FRASER,23787
