vendor_normalized,sum_effective_value
EXPRESS SCRIPTS CANADA,51330595.926
PEDABUN NURSING CHCA,44355533.61
EXCEL HUMAN RESOURCES,36431259.9116667
COSSETTE COMMUNICATIONS,31339421.515
CANADIAN HEALTH CARE AGENCY,31212976.75
BCP LTAE,19201200.5
CANADIAN CORPS OF COMMISSIONAIRES,15656498.025
AGILENT,15367911.5566667
6256253 MANITOBA,15259218.65
UNIVERSITY OF SASKATCHEWAN,15021228.2
CORADIX TECHNOLOGY CONSULTING,14541839.52
CISTEL TECHNOLOGY,14459636.79
SI SYSTEMS,13774514.6675
UNIVERSITY OF WATERLOO,13693933.71
LANDAUER INLIGHT,12402040.2950001
QMR,12215999.82
AMDOCS,10379996.61
IBM CANADA,9924188.115
IT NET CONSULTANTS,9855562.23499999
WATERS,9647901.685
ALTIS HUMAN RESOURCES,9359374.68500001
VENTURE HEALTHCARE,9047003.1
3891110 MANITOBA,8994557.6
CACHE COMPUTER CONSULTING,8499362.81000001
TRANSWEST AIR,7983642.45
COSETTE MEDIA,7838467.9
MIWAYAWIN HEALTH CARE,7329998
CALIAN,7254778.71499999
THE AIM GROUP,6952244.155
MIWAYAWIN HEALTH CARE SOLUTIONS,6772500
TPG TECHNOLOGY CONSULTANTS,6530126.49
MODIS CANADA,6412404.575
CDW CANADA,6285662.49
LABWARE CANADA,6143462.31
PRICEWATERHOUSE COOPERS,6045731.80666666
IDEXX LABORATORIES CANADA,5907718.77333335
EXPERIS,5407097.58333334
A HUNDRED ANSWERS,5261866.06000002
PRONTO AIRWAYS,5233845.485
CHU SAINTE JUSTINE,5109078.6
ADIRONDACK TECHNOLOGIES FURNITURE,5064933.8
CMG OFFICE INTERIORS,4901747.16
FORD MOTOR COMPAMY,4887556.48
DONNA CONA,4765087.07
XEROX,4754563.83423811
LABWARE,4600528.69
SAS INSTITUTE,4469055.41
QUANTUM MANAGEMENT SERVICES,4445712.775
GSI INTERNATIONAL CONSULTING GROUP,4428223.84
ALS CANADA,4379683.05
OGILVY MONTREAL,4221052.62000002
ONTARIO DENTAL ASSOCIATION,4145899.3
ACCREDITATION CANADA,3899965.26666667
BRUKER,3861764.57
LYDIA DERZKO MEDICAL,3838146
HEALTHSPACE INFORMATICS,3819489.60714286
BAYSHORE HEALTHCARE,3658177.345
PROCOM CONSULTANTS,3639681.43
NATTIQ,3614695.69
INDIGENOUS HEALTH GROUP,3613950.265
FOOD CONSUMER PRODUCTS OF CANADA,3593400
TURTLE ISLAND STAFFING,3572905.425
CARDINAL HEALTH CANADA,3567329.26
GRAND MEDICINE HEALTH SERVICE,3502393.45
MICROSOFT CANADA,3488187.365
NIELSEN MEDIA RESEARCH,3440421.74333333
RISK SCIENCES INTERNATIONAL,3345535.775
MULTI OPTIONS NURSING,3285096.39
GARTNER,3214711.58
THERMO FISHER SCIENTIFIC,3208609.89
NOVELL CANADA,3110876.44
GENERAL MOTORS,3093607.205
THE FIRST NATIONS INFORMATION,3088000
WATERTRAX,3057657.3015
DELSYS RESEARCH GROUP,3017650.88
CANON,3017216.11766667
INTERCONTINENTAL MEDICAL STATISTICS,2999999.97999996
JOHN P CHAN DR,2914785
GAMBLE TECHNOLOGIES,2872106.9
EXOVA,2820572.65
BIGSTONE MEDICAL TRANSPORT,2800132.34
TOTEM OFFISOURCE,2793288.4
HALIFAX GROUP,2757256.5
TAG HR,2748571.2925
INSTRUX MEDIA,2717735.73
TIREE,2678138.00000001
ACADAMIE DE FORMATION LINGUISTIQUE,2664847.3
MANPOWER SERVICES CANADA,2659939.265
NORTHERN MICRO,2618082.56
WATERSHED INFORMATION TECHNOLOGY IN,2607437.33333332
RICOH,2569917.34271428
ALTIS HUMAN RESOURCES OTTAWAINC,2553326.04
RADIATION SOLUTIONS,2507684.7
1453161 ONTARIO,2506567.18
SONIC BOOM CREATIVE MEDIA,2480350.565
HEWLETT PACKARD,2462298.75
SPEARHEAD MANAGEMENT CANADA,2450804.108
MCKESSON CANADA,2448928.15
FOOD AND CONSUMER PRODUCTS,2435300
FISHER SCIENTIFIC,2381991.08
