vendor_normalized,sum_effective_value
MAPLESOFT CONSULTING,19916552.46
SI SYSTEMS,7141199.39
Q9 NETWORKS,4670353.80
GENESIS INTEGRATION,2168372.68
GENESIS,2086635.93
UNIVERSITY OF CALGARY,1998520.95
BELL CANADA,1755140.10
ISI GLOBAL WEBCASTING,1626607.50
ERNST YOUNG,1522713.50
S I SYTEMS,1500000.00
DELL COMPUTER,1458271.09
RAYMOND CHABOT GRANT THORNTON,1354500.00
VIZWORX,1296550.50
3149455 O A SBM COMSULTANTS,934500.00
THE HESTERVIEW,626760.44
ALTIS HUMAN RESOURCES,571487.25
RICOH,530687.81
SBM CONSULTANTS,493750.00
IHS GLOBAL CANADA,442939.25
XEROX,430230.39
AECON CONSTRUCTION GROUP AUE,367500.00
ROGERS,356435.40
LES TRADUCTIONS TESSIER SCC,355400.00
ADVANCED CHIPPEWA TECHNOLOGIES,347844.25
CDW CANADA,289585.30
RBAC,280576.00
PRESIDIA SECURITY CONSULTING,276650.00
MAXSYS STAFFING CONSULTING,250000.00
V STRATEGIES,244984.00
MICROSOFT CANADA,238965.36
C O 723186 ALBERTA PAUL RENNIE,199900.00
HOMEWOOD HEALTH,188816.25
EMERGENCY RESPONSE MANAGEMENT CONSULTING,186243.75
CISCO,184352.44
MODIS CANADA,180951.00
INTERNATIONAL REPORTING,175000.00
IGNITE COLLABORATION SERVICES GROUP,169777.87
DPRA CANADA,166666.67
NISHA TECHONOLOGIES,157452.65
THE HAY GROUP,155715.00
FREEMAN AUDIO VISUAL,154949.50
EPERFORMANCE,153510.00
WORKPLACE FAIRNESS INSTITUTE,153300.00
ADGA GROUP,141750.00
INSYNC SYSTEMS,131250.00
ACT,127430.50
EMERGWEST CONSULTING,123375.00
DONNA CONA,121067.36
RANDSTAD,106184.91
ODGERS BERNDTSON CANADA,102375.00
PLC FIRE SAFTEY SOLUTIONS,102160.00
DELTA BURNABY HOTEL AND CONFERENCE CENTRE,99404.83
BDO CANADA,98000.00
SYSTEMATIC SOLUTIONS,93375.00
INFOMART A DIVISION OF POSTMEDIA NETWORK,87562.65
ANDREW FRANCIS ASSOCIATES,87500.00
POINT LOGIC ENERGY,83463.67
RIDEAU RECOGNITION SOLUTIONS,83217.50
DET NORSKE VERITAS,81900.00
BESC OTTAWA OPERATING AS BOYDEN OTTAWA,78750.00
CATHERINE M WATSON,78750.00
FREEMAN AUDIO VISUALS CANADA,78750.00
CANADIAN STANDARDS ASSOCIATION,78750.00
FREEBALANCE,75396.83
WORKDYNAMICS TECHNOLOGIES,74956.94
DES NORSKE VERITAS,73500.00
THE CENTER FOR SPATIAL ECONOMICS,72796.50
DIVESTCO,71961.75
BESC OTTAWA,71925.00
SERVICEMASTER CALGARY,70107.56
ZRG CANADA,69226.51
DYNAMIC OWL CONSULTING,68840.63
NAVIUS RESEARCH,68776.00
AMEC FOSTER WHEELER AMERICAS,65625.00
EDGAR,64999.00
CANADIAN CORPS OF COMMISSIONAIRES,63436.29
HITACHI DATA SYSTEMS,63214.49
TETRO DESIGN SERVICES,63000.00
HALOGEN SOFTWARE,62767.38
SP PLATTS PIRA ENERGY GROUP,62440.09
SNC LAVALIN,60166.67
CUSTOM ELECTRIC,60000.00
TALBOT MARKETING,57750.00
ORANGUTECH,57378.50
SPIRIT STAFFING AND CONSULTING,54649.98
CAE,52447.50
CODES AND STANDARDS TRAINING INSTITUTE CASTI,49980.00
SIERRA SYSTEMS GROUP,49896.00
RAYMOND CHABOT GRANT THORNTON CONSULTING,49675.00
HEMMERA ENVIROCHEM,49405.65
CORCAN,49379.00
HORNE COUPAR BARRISTERS AND SOLICITORS,49140.00
GOSECURE,48300.00
ROWLAND J HARRISON,46200.00
JAKUBEC CONSULTING,44625.00
HATCH,43750.00
STEELCASE CANADA,42890.04
ESRI,42630.00
STARBIRD ENTERPRISES,42000.00
UNIVERSITY OF ALBERTA,41312.50
