gen_vendor_normalized,total_entries,total_contracts,total_amendments
CANADIAN CORPS OF COMMISSIONAIRES,136,133,3
EXCEL HUMAN RESOURCES,75,58,17
CALIAN,56,47,9
XEROX,38,34,4
BRINKS CANADA,32,31,1
CANADIAN BANK NOTE COMPANY,21,6,15
TEKNION,20,20,0
BDO CANADA,20,16,4
SAS INSTITUTECANADAINC,18,18,0
GARTNER,16,16,0
SYSTEMATIX SOLUTIONS,14,12,2
Q MATIC CANADA,13,11,2
PLACE MONTCALM PHASE III,12,12,0
MAPLESOFT CONSULTING,12,11,1
SOFTWARE HOUSE INTERNATIONAL,11,11,0
CDW CANADA,10,7,3
THE DATA GROUP OF COMPANIES,10,8,2
ADIRONDACK TECHNOLOGIES,10,10,0
COMPUTER MEDIA GROUP,10,8,2
IBM CANADA,10,5,5
HEWLETT PACKARD,10,7,3
ADRM TECHNOLOGY CONSULTING,9,7,2
PRINTERS PLUS,9,7,2
ECOLE DE LANGUES CREUSOT,9,9,0
ONX ENTERPRISE SOLUTIONS,8,8,0
CISTEL TECHNOLOGY,7,6,1
AGILYSYS,7,7,0
GILMORE PRINTING SERVICES,7,7,0
SYBASE CANADA,7,7,0
EMERION,7,6,1
ASOKAN BUSINESS INTERIORS,7,7,0
ALTIS HUMAN RESOURCES,7,5,2
BELL CANADA,7,2,5
COMMISSIONNAIRES,6,6,0
CACHE COMPUTER CONSULTING,6,5,1
SNC LAVALIN,6,5,1
NOVELL CANADA,6,6,0
NATIONAL PRINTERS,6,5,1
CBCI TELECOM,5,5,0
MICROSOFT CANADA,5,5,0
TRM TECHNOLOGIES,5,4,1
ISE,5,5,0
MINDWIRE SYSTEMS,5,5,0
CYGNOS IT SECURITY,5,2,3
PITNEY BOWES,5,2,3
ORACLE CANADA,5,5,0
CSI CONSULTING,5,2,3
BRAINSII CANADA,5,2,3
EXCELLENCE RHR CONSULTATION,5,3,2
NORTHERN MICRO,5,5,0
AGL INVESTIGATION CONSULTING,4,3,1
TDV GLOBAL,4,4,0
3M CANADA COMPANY,4,3,1
SHI CANADA,4,4,0
DWP SOLUTIONS,4,2,2
ID3 IDEES AU CUBE,4,4,0
SHRED IT,4,2,2
QUINTET CONSULTING,4,4,0
ADVANCED BUSINESS INTERIORS,4,4,0
CORADIX TECHNOLOGY CONSULTING,4,4,0
AMTEK ENGINEERING,4,1,3
NISHA TECHONOLOGIES,4,4,0
MODIS CANADA,4,4,0
COMNET,3,1,2
MAXSYS,3,3,0
KPMG,3,2,1
ARTEMP PERSONNEL SERVICES,3,3,0
LANGUAGE SCHOOL CREUSOT,3,3,0
LANNICK CONTRACT SOLUTIONS,3,3,0
ARCONAS,3,3,0
ENSEIGNES PATTISON SIGN GROUP,3,3,0
INTERSOL GROUP,3,2,1
IBISKA TELECOM,3,3,0
DMTI SPATIAL,3,3,0
RJR INNOVATIONS,3,2,1
ADVANCED CHIPPEWA TECHNOLOGIES,3,3,0
PROACTIVE SECURITY,3,3,0
INSA,3,3,0
BRINKS CANADA LLIMITED,3,1,2
PLEIAD CANADA,3,3,0
GLOBAL UPHOLSTERY,3,3,0
QUINT WELLINGTON REDWOOD,3,2,1
DALIAN ENTERPRISES,3,3,0
DELTA PARTNERS,3,1,2
COSSETTE COMMUNICATIONS,3,3,0
CORNERSTONE GROUP OF COMPANIES,3,2,1
COREL,3,3,0
2KEYS,3,2,1
MTS ALLSTREAM,3,1,2
BPO MANAGEMENT SERVICES,3,1,2
FREE BALANCE,3,3,0
COMPUPHILE SYSTEMS,3,3,0
B D M K CONSULTANTS,2,2,0
MESSAGING ARCHITECTS,2,1,1
CHUBB EDWARDS,2,2,0
LPR GLOBAL,2,2,0
CEV,2,2,0
3755479 CANADA,2,1,1
ARI FINANCIAL SERVICE,2,2,0
AFSC,2,1,1
