vendor_normalized,sum_effective_value
MAXXAM ANALYTICAL INTERNATIONAL,25637050.945
NISHA TECHONOLOGIES,20716132.68
NATURE S SEA FARMS,20138213.65
IBISKA TELECOM,14632850.25
DONNA CONA,11851368.225
MICROSOFT CANADA,11568939.46
SILLIKER JR LABORATORIES UL,9698560.02375
ORACLE CANADA,9348547.4
LUMINA IT,9109775.46833336
ACCENTURE,9105540.0366667
CANADIAN CORPS OF COMMISSIONAIRES,8081707.23
THE AIM GROUP,7692466.0025
ALS LABORATORY GROUP,6619931.02
UNIVERSITY OF GUELPH,6431121.77833333
ILLUMINA CANADA,5265828.78
BARRY GROUP,4754071.93
THERMO FISHER SCIENTIFIC,4505954.1
AMITA CORP,4244042.3
WATERS,3909723.84
IBM CANADA,3884127.2
CHRYSLER CANADA,3811810.055
CANON,3747495.966
ALTIS HUMAN RESOURCES,3691697.41
SILLIKER JR LABORATORIES ULC,3631354.312
TDV GLOBAL,3623839.25
TRAINOR MECHANICAL CONTRACTORS,3614870
SANIMAX,3387153.56
THE CANADIAN CORPS OF COMMISSIONAIR,3209238.325
OLYMPIC PROJECTS,3148632.08
AGILENT,3013290.04
SILLIKER JR LABS ULC,2817485.5
NORTHERN MICRO,2668982.465
TELECOM COMPUTER SERVICES,2578934.47
PACIFIC RIM LABORATORIES,2573070.25
WORKPLACE HEALTH AND COST SOLUTIONS,2481194.26666667
AVONDALE CONSTRUCTION,2467710.78
KARSON ASPHALT PAVING,2428014.5
QUANTUM MURRAY,2415000
FORD MOTOR COMPAMY,2354962.74
MISHKUMI TECHNOLOGIES,2345390.66
NUCOR,2322797.82
LIFE TECHNOLOGIES,2117531.83
FISHER SCIENTIFIC COMPANY,2014865.93
LCC & ASSOCIES,2000657.56
SANIMAX SAN,1988480
NISSAN CANADA,1971963.775
CINTAS,1849020.79
1270 PUBLIC WORKS AND GOVERNMENT SERVICES CANADA,1788566.54
MORNEAU SHEPELL,1776103.49833333
QUALICUM SCIENTIFIC,1773531.02
CDW CANADA,1758381.445
ATWOOD RESOURCES,1699388.02
SGS CANADA,1675040.77666666
UNIVERSITY OF SASKATCHEWAN,1673853.75
EXCEL HUMAN RESOURCES,1646289.725
GARTNER,1639995.79
ATLANTICA MECHANICAL,1616854.8
HMCS,1586748.16
FISHER SCIENTIFIC,1496512.235
BURNTEDGE,1463947.205
MAXXAM ANALYTICS INTERNATIONAL,1427559.87
INTERBIOS,1397600.83
PRECISION MECHANICAL,1385192.04
GETINGE CANADA,1383379.2225
JUMEC CONSTRUCTION,1373974.66
NUCOR ENVIRONMENTAL SOLUTIONS,1309264.26
BIO-RAD LABORATORIES CANADA,1283783.135
QMR,1275784.23
SYSTEMSCOPE,1225655.50666666
LCC & ASSOCIES CANADA,1221849.71
EVALUATION PERSONNEL SELECTION,1166976.94566667
D4IS SOLUTIONS,1141296.21
KPMG,1140601
CARLETON ELECTRIC,1140127.33
FOUR POINT SOLUTIONS,1122097.91
COSSETTE COMMUNICATIONS,1119306.13
CARO ANALYTICAL SERVICES,1110225
SILLIKER JR LABORATORIES,1105580
VWR INTERNATIONAL,1103988.03
BECKMAN COULTER CANADA,1101324.17
HAY GROUP,1075865.2925
BIO RAD,1070591.28
TOYOTA CANADA,1054786.725
XEROX,1027961.035
V W R INTERNATIONAL,1017025.68
BIOMERIEUX CANADA,1015980.72
ADIRONDACK INFORMATION MANAGEMENT,999090.07333334
QIAGEN CANADA,985907.51
SHARED SERVICES CANADA,982584.72
INTEGRA NETWORKS CORPORATION,973273.2
WEST COAST REDUCTION,924560
PRAIRIE RESEARCH ASSOCIATES,921180.1
BOTTING & ASSOCIATES ALBERTA,917015.90333333
PERFORMANCE MANAGEMENT NETWORK,884405.5
ARMAX ELECTRIC,869400
VCM CONSTRUCTION,868863.08
RISK SCIENCES INTERNATIONAL,859179.2
TROTTER & MORTON BUILDING TECH,846376.65
MAXXAM ANALYTICAL INTERNATIONAL CORPORATION,844242.376
BUANDERIE SANILOC,834098.25
