vendor_normalized,sum_effective_value
IBM CANADA,259312792.227554
BELL CANADA,228257895.737678
CGI,199244656.822452
VERITAAQ TECHNOLOGY HOUSE,148743282.332111
CA CANADA COMPANY,115284805.560002
CANADIAN CORPS OF COMMISSIONAIRES,93483950.8483334
COMPUGEN,81068547.8930478
RANDSTAD,73850358.1609997
ORACLE CANADA,69920236.0983335
MICROSOFT CANADA,63909392.572
SUN MICROSYSTEMS,61371755.3960002
COSSETTE COMMUNICATIONS,54640317.2835751
MODIS CANADA,50569393.3566668
TOTAL CREDIT RECOVERY,44599819.848
HEWLETT PACKARD,42242395.8155001
DELL COMPUTER,39469968.7659524
NOR DON COLLECTION NETWORK,32452713.704
THE DATA GROUP PARTNERSHIP,30580333.21
BELLORS,29931458.618958
COLLECTCORP,29855645.522
CANADA POST,28645241.4413333
MOBILSHRED RECALL,26625372.745
ALLIED INTERNATIONAL CREDIT,25314609.118
TPG TECHNOLOGY CONSULTANTS,25285860.355
ARO,25182785.684
DATA GROUP,24686393.01
THE DATA GROUP OF COMPANIES,23583710.33
SUPREMEX,22261586.5
SAP,22156056.1880001
TELUS CANADA,21925420.5043184
NCO FINANCIAL SERVICES,21922990.8820001
SOFTCHOICE,20819653.3046666
IT NET CONSULTANTS,19065108.13
ERNST YOUNG,16704307.4960001
ARC ACCOUNTS RECOVERY,14771569.072
COLLECT COM CREDIT,14715645.624
CDW CANADA,13675413.8583333
COMPUWARE OF CANADA,13496454.9636363
CBV COLLECTION SERVICES,12683582.102
EXCEL HUMAN RESOURCES,12283474.34
TEKNION,11830269.998
HITACHI DATA SYSTEMS,11285657.2694286
PERCEPTICS,11233230.7468054
IRON MOUNTAIN CANADA OPS,11119346.215
PRECISIONERP,10606750.66
BMC SOFTWARE,10030173.9650001
GARTNER,10022902.57
COMPUTER ASSOCIATES CANADA,9941829
PORTFOLIO MANAGEMENT SOLUTIONS,9573696.828
DELOITTE AND TOUCHE,9459329.19266663
XEROX,9329813.66697983
SECURITAS,8631275.16166673
INFORMATICA,8124993.16333333
FINANCIAL DEBT RECOVERY,7928347.25000001
BANCTEC CANADA,7730199.61
SAS INSTITUTE,7726026.585
KROMAR PRINTING,7128597.295
ST JOSEPH PRINT GROUP,7016859.60538888
THOMSON REUTERS CANADA,6749106.22500002
THE DB COMPANIES OF CANADA,6496911.94
MOORE CANADA,6369602.52
ITEX,6306894.883
CITRIX,6150901.2
ALLIANCEONE ALLIANCEONE,6141401.016
PRECISION ERP,6028993.53999999
ALLARD JOHNSON COMMUNICATIONS,5897522.8
INTELLINX SOFTWARE,5302160.98
ARIBA,5234002
SYBASE CANADA,5033506.405
MTS ALLSTREAM,4969150.1319048
DATA COMMUNICATIONS MANAGEMENT,4903014
SUMTOTAL SYSTEMS,4897331.95
MITEL,4641367.71333334
JLR,4416804.32499995
CCH CANADIAN,4371798.834
ECOLE DE LANGUES DE LESTRIE,4295203.95
NORTHERN MICRO,4270097.215
KBS,3988098.22
IMAGING AUTOMATION,3913163.7
NISHA TECHONOLOGIES,3875529.3038095
ATTACHMATE CANADA,3864304.73
FAMILY SERVICES A LA FAMILLE OTTAWA,3767590.40166666
GSI INTERNATIONAL CONSULTING GROUP,3735923.17333332
SUSTEMA,3681719.37
BMB DATA CONSULTING SERVICES,3600990.5
ENTRUST,3529491.68875001
IBISKA TELECOM,3501520.31833335
ERGO INDUSTRIAL SEATING SYSTEMS,3305136.65
ENVELOPPE CONCEPT,3297965.58
AGENCY59,3292614.93
CONSOLIDATED CIVIL ENFORCEMENT,3261643.08499998
BMC SOFTWARE CANADA,3163477.83
ALLIANCEONE,3000000
ECOLE DE LANGUE DE LESTRIE,2935422.67
WOLTERS KLUWER,2910454.27500001
ADRM TECHNOLOGY CONSULTING,2899417.30999998
JACQUES LAROCHE RECHERCHE JLR,2865768.30999996
SEA SOFTWARE ENGINEERING OF AMERICA,2767350.82999998
ALTIS HUMAN RESOURCES,2695632.38
PITNEY BOWES,2666489.10859523
