vendor_normalized,sum_effective_value
CANADIAN CORPS OF COMMISSIONAIRES,6258460.72
MICROSOFT CANADA,4524891.39
TIREE,2730240.372
MOBILSHRED RECALL,1935664.62
MODIS CANADA,1880827.18
COMMISSIONNAIRES,1808673.75
IT NET CONSULTANTS,1751114.245
ADVANCED CHIPPEWA TECHNOLOGIES,1578067.395
CEV,1299260.88
EXCEL HUMAN RESOURCES,1128363.74
LIVINGSTONE ENTERPRISES,1096253.63666667
SYSTEMSCOPE,956812.52
CDW CANADA,949081.2
ORANGUTECH,839676.165
TITUS INTERNATIONAL,788263.64
BANCTEC CANADA,779231.82
OCLC CANADA,766660.46166667
GARTNER,737514.48
BONHAMS,724075.14
CORADIX TECHNOLOGY CONSULTING,679333.22499999
GEORGE BLOOD,601151.3625
TEKSYSTEMS CANADA,593725.37166667
SHARP ELECTRONICS,554977.497499999
FREEBALANCE,495708.58
MISHKUMI TECHNOLOGIES,485414.85
PRESERVATION TECHNOLOGIES,478265.26
OCAPDD AOCPDI,425123.053333335
KL ARCHIVAL FILM EQUIPMENT 1479007 ONTARIO,389765.25
PLAN B OFFICE,383635
SPIRIT STAFFING 3852946 CANADA,354801.53
MONTEL SMARTSPACE SOLUTIONS,341358.53
FRONT PORCH DIGITAL,327241.78
DAY ROSS,324330.24
GEORGE BLOOD AUDIO VIDEO,301271
MOERAE SOLUTIONS,294523.2
INTER OUTAOUAIS,291392.64
CONCETTI DESIGN,271120.17
ORACLE CANADA,266902.885
NATIONAL ARCHIVAL APPRAISAL BOARD,261459.67
ADIRONDACK TECHNOLOGIES FURNITURE,232444.84
AZUR RESSOURCES HUMAINES,231316.05
CLA PERSONNEL 3056058 CANADA,228170.56
PERSONNEL FORCE TECH FORCE,225655.925
ALTIS HUMAN RESOURCES,222230.51
EXPOGRAPHIQ,222205.33
KODAK CANADA,216070.51
SOFTCHOICE,215496.07
TELECOM COMPUTER SERVICES,213180.15
DYNAMIX OTTAWA,209685.72
R D CREATIVE,205021.55
GENESIS INTEGRATION,196058.9
AVEPOINT CANADA,188558.535
CANON,187469.93
DARE HR,186880.18
NORTHERN MICRO,177415.8
SLBL MOVING 3354709 CANADA,175085.66
B BOX,168627.81
JOHNSONS BUSINESS INTERIORS,164935.68
DER GRAPHICS,159838.73
3354709 CANADA,159652.05
KNOWLEDGE INTEGRATED,159220.26
DOCUCOM DIGITAL,157513.81
DELL COMPUTER,154924.95
CSDC SYSTEMS,144261.92
RISTECH COMPANY,139188.09
MAPLESOFT CONSULTING,138688.59
GEORGE BLOOD AUDIO,138600
JOBMATCHERCA,135510.7
TRM TECHNOLOGIES,134526
WORKPLACE SAFEY PREVENTION SERVICES,133638.333333334
ORA DI OTTAWA,132946.24
CBZ,132675.28
COLLABWARE SYSTEMS,132268.5
CB Z,131827.918
WORKPLACE SAFETY PREVENTION SERVICES,130674
THE AIM GROUP,128522.875
AMS IMAGING,127972.41
OTTAWA CARLETON ASSOCIATION FOR PERSON WITH DEVELOPMENTAL DISABILITIES OCAPDD,124600
CARAHSOFT TECHNOLOGY,123713.71
GS MANUFACTURING DIV OF 548692 ONTARIO,116889.83
SI SYSTEMS,115992.38
CHANTAL VAILLANCOURT,115285.58
TRANSIT AUDIO SERVICES C O SKYLIGHT STUDIOS,113000
QUANTUM MANAGEMENT SERVICES,112510.88
APPLIED ELECTONICS,112153.39
LES TRADUCTIONS ATOUT,108076.5
KNIGHTSBRIDGE ROBERTSON SURETT,106914.25
SAMSON AND ASSOCIES,104857.200000001
THE DRAFTING CLINIC CANADA,103780.37
SMITH INDUSPAC,101258.52
ORKIN CANADA,99090.24
OPROMA,97728.755
ITEX,94237
PHASELOCK SYSTEMS INTL,93736.44
ADVANCED BUSINESS INTERIORS,91582.25
TRANSIT AUDIO SERVICES,91352.255
GRAND AND TOY,91091.26
FAWCETT FILE STORAGE,90930
DHL GLOBAL FORWARDING CANADA,90624.45
CARTONNERIE DE MONTREAL,89496.54
