vendor_normalized,effective_year,sum_yearly_value
DENIS BELANGER,2016,236293.2
DENIS BELANGER,2017,236293.2
IMS AG,2016,91902.612
IMS AG,2017,91902.612
IMS HEALTH CANADA,2015,71482.481666667
IMS HEALTH CANADA,2016,71482.481666667
IMS HEALTH CANADA,2017,71482.481666667
IMS WORLD,2015,20911.155
IMS WORLD,2016,20911.155
IMS WORLD,2017,20911.155
IQVIA,2015,96753.801666667
IQVIA,2016,96753.801666667
IQVIA,2017,96753.801666667
IQVIA AG,2016,88890.4
IQVIA AG,2017,88890.4
NERA ECONOMIC CONSULTING,2015,199999.27666667
NERA ECONOMIC CONSULTING,2016,199999.27666667
NERA ECONOMIC CONSULTING,2017,199999.27666667
OTTAWA VALLEY REGIONAL DRUG INFORMATION SERVICE,2016,79750
OTTAWA VALLEY REGIONAL DRUG INFORMATION SERVICE,2017,93041.666666667
RICHARD SCHWINDT,2015,66680.333333334
RICHARD SCHWINDT,2016,66680.333333334
RICHARD SCHWINDT,2017,66680.333333334
STENOTRAN SERVICES,2017,237300
