vendor_normalized,sum_effective_value
MICROSOFT CANADA,3350549.60
ANTHONY MACAULEY ASSOCIATES VICTORIA,1931208.80
SKYRIDGE SYSTEMS,1390867.20
PRIORITY PERSONNEL,1018034.04
EAGLESPIRIT MARKETING,873604.25
AV BRUCE ASSOCIATES,871278.48
IMP GROUP,765599.55
PERFORMANCE MANAGEMENT NETWORK,753860.64
ORACLE CANADA,626719.91
DELOITTE AND TOUCHE,489882.49
FERENCE WEICKER COMPANY,482293.00
NORTHERN MICRO,465682.09
KPMG,460897.50
BELL CANADA,447783.50
CANON,443173.88
CISION CANADA,439177.88
FORD MOTOR COMPAMY,417225.52
ARI FINANCIAL SERVICES,410601.95
ANTHONY MACAULEY ASSOCIATES,402130.56
SYSTEMSCOPE,399151.25
BULLETPROOF SOLUTIONS,376504.39
GARTNER,374520.67
UNIVERSITAC SAINTE ANNE HALIFAX,364671.70
CPCS TRANSCOM,362687.86
SOFTCHOICE,338859.06
VIDEO TECH,325756.46
EQUIFAX CANADA,313474.44
FAMILY SERVICE MONCTON,312765.00
GOSS GILROY,299507.25
THE CONFERENCE BOARD OF CANADA,295837.50
NISHA TECHONOLOGIES,295275.81
SHARP ELECTRONICS,293065.67
KELLY SERVICES CANADA,284167.61
STEVENSON PARTNERS,281862.06
TEKNION,279632.48
MTS ALLSTREAM,275044.00
GARDNER PINFOLD CONSULTING ECONOMISTS,274623.90
3D DATACOMM,273661.80
CONFERENCE BOARD OF CANADA,270892.50
COSSETTE COMMUNICATIONS,260378.16
CONCENTRIC ENERGY ADVISORS,256500.00
MANPOWER TEMPORARY SERVICES,246749.52
CANADIAN CORPS OF COMMISSIONAIRES,243729.87
PITNEY BOWES,243210.33
HUDSON DESIGN GROUP,209866.99
DHL EXPRESS CANADA,201868.00
THE UNIVERSALIA MANAGEMENT GROUP,197524.00
SOCIACTAC NATIONALE DE LACADIE,197259.51
PUROLATOR,195075.00
COMPART EVENT MANAGEMENT,190882.12
THE RISK MANAGEMENT ASSOCIATION,189072.45
CONFERENCE BOARD OF CANADA THE,184211.00
PRINCIPAL RESEARCH ASSOCIATE THE CONFERENCE BOARD OF CANADA,182901.00
STANTEC,168480.60
MARTILLAC,168227.50
CHAMBRE DE COMMERCE FRANAAISE AU CANADA RACSEAU ATLANTIQUE,165793.36
TELECOM COMPUTER SERVICES,156860.59
CEDROM SNI,153591.55
CFN CONSULTANTS ATLANTIC,152162.35
MCSWEENEY ASSOCIATES CONSULTING,148005.00
DYMAXION RESEARCH,144788.27
HYUNDAI AUTO CANADA,144037.05
RAYMOND CHABOT GRANT THORNTON CONSULTING,137333.26
KELLY SERVICES,134576.22
MARKET ACCESS INTERNATIONAL CANADA,129803.25
ALLIANCE FRANCAISE,128570.00
DONNA CONA,128543.44
MISHKUMI TECHNOLOGIES,126387.35
CDW CANADA,125864.44
SOCIETE NATIONALE DE LACADIE,124735.00
RICOH,122855.26
FORMATION LINGUISTIQUE EXCEL,121735.40
SUBARU CANADA,120533.13
MICROAGE TECHNOLOGY SERVICES,119837.35
MARISSA PICCINI,118560.00
MONTEL,118149.03
HAISLEY MILLAR CONSULTING GROUP,115779.49
CORPORATE RESEARCH ASSOCIATES,114652.13
JAMES YOUNG,113840.00
GRAND TOY,113065.00
THE GOVERNANCE NETWORK,109563.25
ACTION PERSONNEL OF OTTAWA HULL,108106.68
THE DELTA PARTNERS,105602.75
GENERAL MOTORS,104663.59
COVEY OFFICE GROUP,103534.52
INFORMETRICA,102758.34
TOYOTA CANADA,101681.48
RON ARSENAULT,101590.00
GRANT THORNTON,101528.15
PWGSC VEHICLE ACQUISITIONS,101071.16
SYMANTEC,100793.78
WKM ENERGY CONSULTANTS,100000.00
INFO TECH RESEARCH GROUP,97107.00
NISSAN CANADA,94606.10
LESLIE HARRIS CENTRE OF REGIONAL POLICY AND DEVELOPMENT,91520.89
IVANS CAMERA,90587.19
ALISABETH LACPINE,89798.10
ERGOCENTRIC SEATING SYSTEMS,86454.61
ABM SYSTEMS,84933.51
GLOBAL UPHOLSTERY,84336.02
MARKET RESEARCH ASSOCIATES,83375.50
RED HOT LEARNING,82942.00
ROGER CLARK,82640.00
KRISTA NAPIER,81737.99
MANPOWER SERVICES CANADA,81093.65
NEWFOUND RECRUITING,79452.56
QUINTET CONSULTING,79429.38
2RISM STRATEGIES,78758.00
THE IMPACT GROUP,77910.50
ENSEIGNE PATTISON SIGN GROUP,77489.76
CANMAC ECONOMICS,77193.75
PATTISON SIGN GROUP,76523.60
RANDSTAD,75959.73
TAB PRODUCTS OF CANADA,75648.12
E ZSIGMA CANADA,74919.00
LA SOCIACTAC NATIONALE DE LACADIE,74735.00
SLR CONSULTING CANADA,74620.00
DONALD A BELLIVEAU ASSOCIAS,74610.00
FOXWISE TECHNOLOGIES,74585.65
TOURISM SYNERGY,74478.30
ISLAND GREEN POWER,71800.00
ACOLE DE LANGUES DE LESTRIE,71791.00
INSTITUTE ON GOVERNANCE,70800.00
ROGER B CLARK,66280.00
BLACKBERRY,65934.77
BMC SOFTWARE DISTRIBUTION,64147.50
QUANTUM COMMUNICATIONS,63722.69
SAMSON ASSOCIATES,63135.38
ZHEJIANG UNIVERSITY,62750.00
DROLET DOUVILLE ET ASSOCIACS,60856.00
SIX CONTINENTS MARKETING SIX CONTINENTS,60305.83
DONALD A BELLIVEAU ASSOCIACS,60220.00
SAINT MARYS UNIVERSITY,59000.00
UNIVERSITE SAINTE ANNE HALIFAX,58110.00
KONICA MINOLTA BUSINESS SOLUTIONS CANADA,57606.94
ACOLE DE LANGUES LA CITAC,56800.00
PUROLATOR COURIER,56500.00
RA MALATEST ASSOCIATES,56442.75
ATLANTIC BUSINESS INTERIORS,55579.81
INPRO SOLUTIONS,55310.75
DAVID APLIN RECRUITING,54988.36
JAMES PICKARD,54874.00
THE GLOBAL GROUP,54657.77
ADECCO EMPLOYMENT SERVICES,54445.23
SJM CONSULTING,54318.00
DATARITE,52564.20
WIND ENERGY INSTITUTE OF CANADA,52200.00
IRON MOUNTAIN CANADA,51980.00
LOOMIS EXPRESS A DIV OF TFI TRANSPORT 22,50850.00
COLLINS MANAGEMENT CONSULTING RESEARCH,50709.03
PAUL CHIPPERTON,50365.60
AMERICAN ASSOCIATION OF PORT AUTHORITIES,50000.00
THOMPSON ASSOCIATES STRATEGIC CONSULTANTS TASC,50000.00
P F COLLINS,49946.00
MARATHON HUMAN RESOURCES CONSULTING GROUP,49494.00
MERRILL STEVE,49214.50
PORT IMPORT EXPORTING REPORTING SERVICE,49140.00
HRA,48825.00
GLOBAL KNOWLEDGE NETWORK CANADA,48330.00
M5 MARKETING COMMUNICATIONS,47356.90
BACKMAN VIDCOM,47044.56
CENTRADEX,46000.00
FERENCE COMPANY CONSULTING,46000.00
XEROX,45850.80
AMBIR TECHNOLOGY GROUP,45097.00
MAPLESOFT CONSULTING,45069.28
PSD GLOBAL,45000.00
POWER ADVISORY,44974.00
RACSEAU SANTAC EN FRANAAIS DE TERRE NEUVE ET LABRADOR RSFTNL,44932.50
MARKETACCESS COMMUNICATIONS,44781.00
MMK CONSULTING,44640.00
KISSERUP INTERNATIONAL TRADE ROOTS,44321.50
OPUS INTERNATIONAL CONSULTANTS CANADA,42711.74
PGF CONSULTANTS,41018.75
HUMAN RESOURCE SYSTEMS GROUP,39964.84
AUGER DIRECSYS,39889.00
AMEC EARTH ENVIRONMENTAL,39874.31
YVES GAGNON ING DSC,39450.00
FUSSELL CONSULTING,39246.65
RIVERVIEW FORD LINCOLN SALES,38960.71
PHILADELPHIA SALES COMPANY,38872.00
MANPOWER,38241.67
PRISMA PRODUCTIONS,37672.51
SUPERTEMP PEAPELL ASSOCIATES,37537.59
PRICE MURRAY COMMUNICATIONS,36920.24
LEARNING TREE INTERNATIONAL,35934.00
J E SIMPSON CONSULTING,35932.00
LESLIE HARRIS CENTRE OF REGIONAL POLICY AND DEVELOPMENT THE,35442.45
CORPORATE EXPRESS,35310.00
NITE WATCH SECURITY NETWORK,35108.73
THE BETTER WORLD GROUP,35000.20
DARLENE DUGGAN INTERNATIONAL MARKETING SERVICES,34500.00
CHRYSLER CANADA,34348.61
NORDICITY GROUP,34150.00
GRANT THORTON,33900.00
NORTHERN MICROPUBLISHING,33900.00
MOUNT ALLISON UNIVERSITY,33302.55
WINDSOR CONSTRUCTION DESIGN,33015.21
DMA PLANNING MANAGEMENT SERVICES,32402.75
GENERAL DYNAMICS,32337.63
