vendor_normalized,sum_effective_value
DENTONS CANADA LLP,160000.01
WEBDRIVE CANADA,142266.099999999
THE ACCESS INFORMATION AGENCY,130179.620000001
NORTHERN MICRO,84762.67
BENNETT DAVID LL B,47398.83
S A G E CONSULTING,45178.53
YINGST BARTEL ADR,44200
OTUS GROUP,37290
ERNST & YOUNG,31131.5
BELL CANADA,26062.32
NISHA TECHONOLOGIES,25525.04
PRICEWATERHOUSE COOPERS,24973
LEAN AGILITY,24238.5
BRYMARK PROMOTIONS,18475
ADR OTTAWA,16060
MAPLESOFT CONSULTING,15565.75
MIKE BLOCK CONSULTING,14916
GROUPE INTERSOL GROUP,13517.62
ACTION PERSONNEL OF OTTAWA-HULL,12305.7
MEDIUMCUBE,6463.6
