vendor_normalized,sum_effective_value
VENTURE HEALTHCARE,64131576.55
EXCEL HUMAN RESOURCES,51199322.5199999
PEDABUN NURSING CHCA,42780452.79
6256253 MANITOBA,38618288.08
CANADIAN HEALTH CARE AGENCY,30685529.58
BAYSHORE HEALTHCARE,27122900.73
BAVARIAN NORDIC,27099773.2
COSSETTE COMMUNICATIONS,25886864.54
CANADIAN PAEDIATRIC SOCIETY,22148401.2800004
PRECISIONIT OPORATED,15056465.9200002
VERITAAQ TECHNOLOGY HOUSE,14770627.76
AGILENT,14446218.885
SI SYSTEMS,12658982.92
CHU SAINTE-JUSTINE,12590461.35
BCP LTA?E,11937066.315
UNIVERSITY OF WATERLOO,11482068.49
IT/NET CONSULTANTS,11083096.94
LANDAUER-INLIGHT,10729281.1399999
TRANSWEST AIR,10461542.7
IBM CANADA,9469036.87333333
CANADIAN CORPS OF COMMISSIONAIRES,9270100.48
CORADIX TECHNOLOGY CONSULTING,8645750.85000001
CISTEL TECHNOLOGY,8345041.43
OGILVY MONTREAL,8244555.71
MIWAYAWIN HEALTH CARE,8184998
ALTIS HUMAN RESOURCES,7463317.355
CDW CANADA,7329642.08
CACHE COMPUTER CONSULTING,7259840.94000001
336/334 THOMPSON DRIVE,7207092.9
WATERS,7191991.5775
SYSTEMATIX SOLUTIONS,6800701.0799999
CALIAN,6575202.98999999
AMDOCS,6460389.01000001
THERMO FISHER SCIENTIFIC,6298019.595
XEROX,5902482.21252381
QMR,5703798.395
EXPERIS,5578245.50000002
PROCOM CONSULTANTS,5458935.16000002
MICROSOFT CANADA,5335901.045
FORD MOTOR COMPAMY,5266057.83
3891110 MANITOBA,5028157.6
UBC FACULTY OF DENTISTRY,4928000
HEWLETT PACKARD,4835040.91
NORTHERN MICRO,4768853.51
AB SCIEC SALES LP,4365143.38
WATERSHED INFORMATION,4319796.77
QUANTUM MANAGEMENT SERVICES,4138881.97
CANADIAN CORPS OF COMMISSIONNAIRES,4010023.47
CANGENE CORPORATION,3939328.22
GSI INTERNATIONAL CONSULTING GROUP,3895343.85999999
SAS INSTITUTE,3894922.42
SPEARHEAD MANAGEMENT CANADA,3808664.536
FISHER SCIENTIFIC,3806835.87
TAG HR,3717756.36
DECISIVE TECHNOLOGIES,3716496.57000001
PRICEWATERHOUSE COOPERS,3561230.50666666
CARDINAL HEALTH CANADA,3414144.92
ADIRONDACK TECHNOLOGIES FURNITURE,3407855.59
TOTEM OFFISOURCE,3399056.37
THE AIM GROUP,3398039.24333333
GRAND MEDICINE HEALTH SERVICE,3310191.05
IMS HEALTH CANADA,3265640.01666668
DONNA CONA,3262352.72
CMG OFFICE INTERIORS,3245590.34
LABWARE CANADA CORP,3091562.13
ALTIS HUMAN RESOURCES OTTAWA INC,3083100.355
CSI CONSULTING,3082640
TIREE,3074822.90000001
TURTLE ISLAND STAFFING,2995657.835
LYDIA DERZKO MEDICAL CORPORATION,2891196
ONTARIO DENTAL ASSOCIATION,2885109.89
MODIS CANADA,2844967.1
WEST WIND AVIATION,2836470
ILLUMINA,2822776.45
MCKESSON CANADA,2818432.24
ANGEL VISARRA DR,2686710
NEWAD,2653493.31333335
ADRM TECHNOLOGY CONSULTING,2601271.7
OGILVY HEALTHWORLD MONTREAL,2553800
NEWAD MEDIA,2514256.31
UNIVERSITY OF OTTAWA,2509271.93000002
ACADA?MIE DE FORMATION LINGUISTIQUE,2489249.565
NIELSEN MEDIA RESEARCH,2447002.42
LABWARE CANADA,2426019.09
GARTNER,2414971.36
CANON,2407181.90066666
QUEENS UNIVERSITY IRC,2402380.51
THE FIRST NATIONS INFORMATION,2392000
LIONBRIDGE,2323619.94
UNIVERSITY OF SASKATCHEWAN,2295143.85
RICOH,2270297.52240476
FISHER SCIENTIFIC COMPANY,2247572.13666666
BRUKER,2238075.375
TECSIS CORPORATION,2214015.78
EXOVA,2208450.53
EKOTA ENTERPRISES,2197092.8
EQUASION BUSINESS TECHNOLOGIES,2178252.78666667
TERAMACH TECHNOLOGIES,2176936.5
SOLUTIONS STAFFING,2150220.3
RISK SCIENCES INTERNATIONAL,2126154.89
