vendor_normalized,sum_effective_value
IBM CANADA,3823584.97
CANADIAN CORPS OF COMMISSIONAIRES,3706021.115
EXCEL HUMAN RESOURCES,3590129.605
SI SYSTEMS,2724846.78
CISTEL TECHNOLOGY,2714749.3
BELL CANADA,2672681.11
ITEX,2406926.49
LUMINA IT,2061837.21166667
NISHA TECHONOLOGIES,1776293.92
COMPUGEN,1720528.05
VERITAAQ TECHNOLOGY HOUSE,1710733.38
DELL COMPUTER CORPORATION,1619999
TELUS CANADA,1579158.47
PROFESSIONAL COMPUTER,1571620.95
HARRINGTON STAFFING,1533873.97
SOFTCHOICE,1507848.605
MAPLESOFT CONSULTING,1419905.13
QMR,1419229.2575
CANADIAN NUCLEAR SAFETY SERVICES,1396726.62
CALIAN,1323185.1
LANNICK CONTRACT SOLUTIONS,1282107.99
PROMAXIS,1268682.3
ALTIS HUMAN RESOURCES,1180946.86
PROCOM CONSULTANTS,1173947.4
BDO CANADA,1088403.97
NORTHERN MICRO,1080609.69
AGILENT,1075089.92
UNIVERSITY OF TORONTO,1038965.99999998
CHANNEL SYSTEMS,1027253.98
CBCI TELECOM,1001455.54
ADVANCED BUSINESS INTERIORS,970493.65
MINDWIRE SYSTEMS,956138.54
RANDSTAD,949838.15
MODIS CANADA,908222.67
INTEGRATING SOLUTIONS,906652.343333335
TERAMACH TECHNOLOGIES,863010.01
LABWARE CANADA,857821.96666666
DELOITTE AND TOUCHE,844461.57
STRATUM ASSOCIATES,843578
DLS TECHNOLOGY CORPORATION,810915.83999998
PRECISIONIT,794752.425
FREEBALANCE,762295.18
BRECKENHILL,754162.76
RICOH,684552.79
JEREMIC BORIS,660000
MONSERCO,653421.59
FLEX TECH SERVICES,622784.749999998
PHASELOCK SYSTEMS,613691.15
ACCESS CORPORATE TECHNOLOGIES,603544.79
SPRINT COMPUTER,602838.07
GAMBLE TECHNOLOGIES,552717.81
EMERION,534060.6
CANBERRA CO,532421.213333334
SAMSON AND ASSOCIATES,531038.6
KNOWLEDGE CIRCLE,526662.11
IBISKA TELECOM,522364.75
SIMPLEX INDUSTRIES,500368.333333332
FSC,499783.21
CORADIX TECHNOLOGY CONSULTING,497330
PRINTERS PLUS,490490.67
GARTNER,484416.85
RESD,483200
VERIFY REACTOR SAFETY,459714.48
TEKSYSTEMS CANADA,452524.325
AGILYSYS,443442.79
BRAINHUNTER,430403.23
STENOTRAN SERVICES,428829.495
EAGLE PROFESSIONAL RESOURCES,408947
MICROSOFT CANADA,406042.529999997
ARI FINANCIAL SERVICES,405251.75
THE AIM GROUP,401226.895
CONOSCENTI TECHNOLOGIES,395432.2
XEROX,389104.8
ADRM TECHNOLOGY CONSULTING,388726.87
ALLIANCE FRANCAISE,388636.82
ETON SYSTEMS,387673.5
4 DM,381068
MTS ALLSTREAM,377323.81
TPG TECHNOLOGY CONSULTANTS,371059.81
ALTRUISTIC INFORMATICS,370954.944999999
LOGIC 2000,351661.25
STRATEGIC RELATIONSHIPS,348793.86
BURNTEDGE,347393.64
AJILON,345911.675
ISI GLOBAL WEBCASTING,341117.27
GSI INTERNATIONAL CONSULTING,338389.51
STEELCASE CANADA,333044.18
ONX ENTERPRISE SOLUTIONS,326832.29
ELSEVIER BV,326271.565
3261620 CANADA,325164.45
EMPOWERED NETWORKS,323163.055
FLEMING COMMUNICATIONS,321038.95
FORD MOTOR COMPAMY,317926.82
LINTEX COMPUTER GROUP,314479
QUEEN S UNIVERSITY,311566.666666667
A NET SOLUTIONS,310891.25
INTEGRA NETWORKS CORPORATION,308268.92
HDP GROUP,307351.35
ADVANCED CHIPPEWA TECHNOLOGIES,305348.285
GRAND AND TOY,304840.36
