vendor_normalized,sum_effective_value
MIWAYAWIN HEALTH CARE,7725000
AMDOCS,1892890.00666666
PRICEWATERHOUSE COOPERS,1031442.08666666
ARTEMP PERSONNEL SERVICES,588532.69
GRAND MEDICINE HEALTH SERVICE,551970.2
WATERTRAX,483888.34
MTE LOGISTIX EDMONTON,400575.42
2071887 ONTARIO,339000
MNP,305357.64
JONATHAN BRITTON,280700
ISHKONIGAN,267019.245
STERICYCLE CANADA,260290.72
COLLIERS PROJECT LEADERS,222198.695
ZOLL MEDICAL CANADA,197728
ARAMARK CANADA,185895.195
FIRST PEOPLES GROUP,162550.833333334
JUDY ZETARUK DR,150000
SUBARU CANADA,128008.91
QMR,125580.66666667
CAROLE LEBLANC,115993.333333332
IRON MOUNTAIN CANADA,101314.395
MELLIECENT CLEANING,85050
CHRISTOPHER CLARKE DR,81360
ECOLE DE LANGUES ABCE,78169
JAMES DUNN,70908.043333333
CALIAN,66123
ALS CANADA,52658
EUROFINS ENVIRONMENT TESTING,52262.5
VINCENT HENEAULT,44666.666666668
HYUNDAI AUTO CANADA,39557.91
LABOR TEK PERSONNEL SERVICES,36380.626666666
AIRCO AIRCRAFT CHARTERS,29262.5
3D DATACOMM,27790.64
TRIPLE C ENTERPRISES,27500
MAXSYS STAFFING AND CONSULTING,26960.7
DYNAMIC PERSONNEL,24660.25
CHERYL CYR,23625
SENSORYBOUND COUNSELLING,23587.275
LITTLE RED RIVER CREE NATION,22016.25
QUANTUM MANAGEMENT SERVICES,21416.25
MIDMARK,20891.275
MANPOWER CORE,19211.265
NUH MAH KOOS PIMETEH,14125
ONTARIO DENTAL ASSOCIATION,13800
DELTA PRINTING,13176.505
PAL PLASTICS,12030.065
RFP SOLUTIONS,11812.5
SINCLAIR DENTAL COMPANY,11762.4
PSYCHOLOGUES CONSULTANTS Y2,11723.75
BCS BRITO CONTRACT SALES,11018.72
IMPERIAL OIL,9503.525
TERUMOBCT CANADA,9312.975
EVALUATION PERSONNEL,8688.9466666667
NEGOTIUM TECHNOLOGIES,8571.395
WILSONS BUSINESS SOLUTIONS,8511.488
HENRY SCHEIN CANADA,8411.02
CANADIAN ACCREDITATION COUNCIL,7727.98
KRUEGER DECOR,7200.925
ACADEMIE DE FORMATION LINGUISTIQUE,6360
FERENCE COMPANY CONSULTING,5989
RANDSTAD,5307.75
CROWN ENTERPRISES,5223.75
