vendor_normalized,sum_effective_value
COWATERSOGEMA,70926628.04
OVERBURY,64762068.66
CANADIAN BUREAU FOR INTERNATIONAL,54663870.67
GRAYBRIDGE INTERNATIONAL CONSULTING,47762827.31
BELL CANADA,47127812.52
CANADIAN CORPS OF COMMISSIONAIRES,34556578.59
CGI,33865693.05
SARAYA ALBINAA CONTRACTING,29263324.20
INTERLANGUES LANGUAGE SCHOOL,28851358.22
SNC LAVALIN,26343166.26
AGRITEAM CANADA,26161482.67
EXCEL HUMAN RESOURCES,23965146.30
MAPLESOFT CONSULTING,23161334.72
G4S SECURITY SERVICES,21402297.72
STANTEC,20935661.90
MICROSOFT CANADA,19643099.55
ALTIS HUMAN RESOURCES,19488178.02
SI SYSTEMS,19282160.39
WAJIH CONTRACTING,18323620.00
NAHMAN CONSTRUCTION,18086606.64
WORLD REACH SOFTWARE,17606557.72
WHYTE REYNOLDS INTERNATIONAL,17196827.20
TIREE,15869563.20
ONX ENTERPRISE SOLUTIONS,15780021.51
CORADIX TECHNOLOGY CONSULTING,13840341.58
MESSA COMPUTING,13289550.11
PRINTERS PLUS,12957562.02
HONEYWELL,12345658.38
IBM CANADA,12057659.99
PARKERAY,12027724.42
PANALPINA,11837187.02
MANSELL CONSTRUCTION,11806426.94
PMB ELECTRICAL SERVICES,11252353.82
CASAIS ENGENHARIA E CONSTRUCAOSA,11208984.00
VICTOR BROWN ASSOCIATES,11189057.22
CONSORTIUM SOCODEVI CECI,11101672.75
CIT BLATON,10436360.00
AGUIRRE NEWMAN ARQUITECTURA,10340863.38
VERITAAQ TECHNOLOGY HOUSE,9970017.08
WORLD UNIVERSITY SERVICE OF CANADA,9854164.71
SOFTCHOICE,9440556.49
NISHA TECHONOLOGIES,9433301.87
PROMAXIS,9191013.42
THE AIM GROUP,9106069.53
WORLD UNIVERSITY SERVICES CANADA,8917854.21
JL RICHARDS ASSOCIATES,8623208.52
CALIAN,8423094.76
SAP,8401354.80
GILAF GROUP,8338699.00
IT NET CONSULTANTS,8169083.50
ADIRONDACK TECHNOLOGIES,8063682.13
COSSETTE COMMUNICATIONS,8048974.48
INGENIEROS Y ARQUITECTOS ASOCIADOS,8042387.50
AGILYSYS,7976465.12
ORACLE CANADA,7930153.36
RANDSTAD,7803621.02
SDV LOGISTICS CANADA,7658720.83
MERCER WILLIAM M,7645617.00
ARMORED SPECIALITY CARS,7468512.00
PAT DAVIE,7246008.48
MBI GLOBAL,7226870.00
DELOITTE AND TOUCHE,6771520.03
MINDWIRE SYSTEMS,6642689.76
PRECISION ERP,6569019.92
PRICEWATERHOUSE COOPERS,6453369.61
LOUIS L HACHEM ENGINEERING CONTRACT,6409139.06
DONNA CONA,6402859.53
BOYD MOVING STORAGE,6268174.78
KINGALARM SYSTEMS,6168120.79
AON REED STENHOUSE,5911762.86
FOREIGN LANGUAGE INSTITUTE OF,5748734.90
HEWLETT PACKARD,5598196.66
COLLINS CONSTRUCTION,5574807.00
EMCON EMANATION CONTROL,5574006.25
SPECTRA FX,5511729.00
KENYA KAZI SERVICES,5489043.82
IMP GROUP,5348756.50
APEX INDUSTRIES,5347532.31
NORR,5275596.52
ARMORGROUP VENEZUELA,5252819.17
PMC ASSOCIATES,5229619.65
QMR,5163661.25
CHARUTA PRIVATE,5100598.00
BOLLORE LOGISTICS,4963504.75
GINO PELLETIER FOREX MALI DIELY MOUSSA KOUYATE GID,4938410.95
SYSTEMATIX SOLUTIONS,4935971.05
URBAN CONTRACTORS,4818578.00
MARCOMM,4685519.52
2KEYS,4638230.78
CACHE COMPUTER CONSULTING,4607132.69
CONSORTIUM TRANSTEC ET SERVICE,4435814.33
DURABOND PRODUCTS,4430798.62
COWAN INSURANCE GROUP,4379016.00
BBG PARTNERS,4327519.00
JF AQRUITECTURA E INTERIORES,4305882.00
GROUPEMENT CONSORTIUM INTERNATIONAL,4287150.01
BMC SOFTWARE CANADA,4242902.52
SAVM,4144705.45
IBISKA TELECOM,4078021.34
AKTOR,4073277.85
