vendor_normalized,sum_effective_value
IBM CANADA,3826170.87
CALIAN,1954575
APPLIED ELECTONICS,1545748.48
SKILLSOFT CANADA,1469385.63166667
EXCEL HUMAN RESOURCES,1270053.64
SHARP ELECTRONICS,1012971.27333333
INSIGHTS LEARNING AND DEVELOPMENT,966014.3
TELUS CANADA,868998.8
TOTEM OFFISOURCE,858047.775
MAPLESOFT CONSULTING,843692.06666666
4165047 CANADA,813934.32
TAG HR,684765.4
ADRM TECHNOLOGY CONSULTING,677851.97
NORTHERN MICRO,658879.11
GENESIS INTEGRATION,636023.37
SAMSON ASSOCIATES CPA CONSULTING,616278.35
SAMSON ASSOCIATES,561917.35
SI SYSTEMS,555406.3
INSIGHTS LEARNING DEVELOPMENT,504173.260000001
PRODUCTIONS STONEHAVEN,501999.99999999
UNIVERSITAC DE SAINT BONIFACE,500030.00000001
XEROX,492153.975809524
ALTIS HUMAN RESOURCES,458276.31
GOSS GILROY,442410.89000001
TURTLE ISLAND STAFFING,422982.585
THE RETIREMENT PLANNING INSTITUTE,365168.67
DURIVAGE MANAGEMENT SOLUTIONS,323916.58
SOLOTECH,317527.59
JJ COMMUNICATIONS,309252.97
CANADIAN CORPS OF COMMISSIONAIRES,296925.17
ACOLE DE LANGUES LA CITAC,295512.999999999
INTEGRATED AUDIO VISUAL,294157.6
SPECTRA INTERACTIVE LEARNING,275759.55
MC PLANNING,268765.55
APPRENTISSAGE CONTINUUM LEARNING,260466.25
GARTNER,257210.08
FRISCHKORN ASSOCIATES,253743.79
COLLAGE ADUCACENTRE COLLEGE,251045.49
UNIVERSITA SAINTE ANNE HALIFAX,244800
TRM TECHNOLOGIES,244321.89
TOP BOX CONSULTING GROUP,237695.03
HOLONICS,236756.52
SYRECON,231876
DOCUMENTS MAJEMTA,219897.57
CBCI TELECOM CANADA,213828.98
SHER ASSOCIATES II,209682.66
MAX DIGITAL BROADCASTING,195348.75
ERNST YOUNG,186450
NC CONSULTING AND TRAINING,180539.63
MICROSOFT CANADA,179445.059999999
ITEX,179335.43
CISTEL TECHNOLOGY,177975.01
CARBON COMPUTING,170287.92
AFFINITY PRODUCTIONS,169498.305
LA CITA COLLAGIALE,168008.4
BDMK CONSULTANTS,166279.5
GLOBAL UPHOLSTERY,159581.14
THOMAS SCHMIDT,155996.5
ITNET OTTAWA,155248.44
CBCI TELECOM,155162.36
BARBARA PERSONNEL,151351.38
IVANS AUDIO VISUAL,141612.58
VUBIZ,140873.333333332
ACOLE DE LANGUES ABCE,139387.5
NISHA TECHONOLOGIES,135953.47
DARE HUMAN RESOURCES,135600
ACOLE DE LANGUES CREUSOT,135450
RAYMOND CHABOT GRANT THORNTON,131837.1
CDW CANADA,129556.7
ADVANCED BUSINESS INTERIORS,127232.23
WATERSHED INFORMATION TECHNOLOGY,126932.41
MAXSYS STAFFING AND CONSULTING,124155.970000001
LUCIENNE AZZIE,122040
RICOH,116395.64
SIMPLEX INDUSTRIES,113000
ICEGATE SOLUTIONS,112774
EBSCO CANADA,112538.9125
LISA CORMIER ASSOCIATES,111757
EDUCPRO,109214.5
NOVA VISUAL PRODUCTS,109142.78
MODIS CANADA,108480
THE ASSOCIATES GROUP OF COMPANIES,108241.9
SPEEDY MESSENGER SERVICE,106034.89
STRATEGIC RELATIONSHIPS SOLUTION,106033.44
OLIVUS,100852.5
MGIS,95485
NC CONSULTING TRAINING,94495.36
VERSATIL BPI,94190.79
OPENFRAME TECHNOLOGIES,92547
ACOLE DE LANGUES LA CITA,90693.2
RFP SOLUTIONS,90400
COLLAGE EDUCACENTRE COLLEGE,86320
D ROBINSON AND ASSOCIATES,83376
AVIARY GROUP,82800.37
CARBON COPY DIGITAL,82350
THE PRINCE GEORGE HOTEL,81132.5
LES SYSTAMES ET SERVICES DINTERPRATATION LMB,80230.01
HYPERTEC,79263.78
DYNAMIC PERSONNEL CONSULTANTS,78642.92
COLIN LINDSAY DEVELOPMENT,78137.38
