vendor_normalized,sum_effective_value
SIGNATURE SUR LE SAINT LAURENT,431519490.17
IT NET CONSULTANTS,14506997.69
ARUP CANADA,8448839.33
CONSTRUCTION KIEWIT CIE,7473375.00
COSSETTE COMMUNICATIONS,6379468.27
CGI,5908011.80
PARTENARIAT NOUVEAU PONT SAINT LAURENT,5748750.00
CORADIX TECHNOLOGY CONSULTING,2622958.83
DELOITTE AND TOUCHE,2519965.28
EXCEL HUMAN RESOURCES,2334739.65
NORTHERN MICRO,2068984.84
QMR,1934712.01
TEKNION,1844632.05
CANON,1719930.23
GRAYBRIDGE INTERNATIONAL CONSULTING,1669112.53
SKANSKA INFRASTRUCTURE DEVELOPMENT,1341375.00
LABO S M GROUPE ABS,1337200.31
ORACLE CANADA,1218463.86
INSIGHT SOFTWARE CANADA,1005075.88
ALTIS HUMAN RESOURCES,952601.06
ANTHONY MACAULEY ASSOCIATES,938023.17
LABO S M GROUP ABS EN CONSORTIUM,928217.81
ACCESS INFORMATION AGENCY,838482.60
IBM CANADA,828058.68
GCSTRATEGIES,817148.19
PRICEWATERHOUSE COOPERS,796251.59
NISHA TECHONOLOGIES,718581.50
KIEWIT CANADA DEVELOPMENT,670687.51
MACQUARIE CAPITAL PRINCIPAL,670687.50
GARTNER,652302.84
CANADIAN CORPS OF COMMISSIONAIRES,622215.66
ODGERS BERNDTSON,620370.00
MICROSOFT CANADA,610455.74
PORTAGE PERSONNEL,475285.75
BDO CANADA,468526.25
PERFORMANCE MANAGEMENT NETWORK,423691.68
QUALLIUM,420363.39
ECOLE DE LANGUES NOUVEL ESPOIR,400000.00
CBCI TELECOM CANADA,378294.70
CEDROM SNI,344518.50
3755479 CANADA MAXSYS PROFESSIONALS AND SOLUTIONS,317491.79
WATERSHED INFORMATION TECHNOLOGY,308209.76
CONTRACT COMMUNITY,287652.24
3852946 CANADA,277341.46
SIMPLEX INDUSTRIES,269659.57
3755479 CANADA,260516.82
JIM PATTISON INDUSTRIES,222038.28
MEDIA Q,221936.00
CENTRE FOR PUBLIC MANAGEMENT,220879.25
MDOS CONSULTING,211310.00
LANNICK CONTRACT SOLUTIONS,198637.50
HERMAN MILLER CANADA,191986.76
CARON PROFESSIONAL LINGUISTIC,190445.60
AZUR RESSOURCES HUMAINES,186690.66
DALIAN ENTERPRISES,182802.36
SAMSON ASSOCIATES CONSULTING,180800.01
BARBARA PERSONNEL,179771.04
HAWORTH,179247.52
KPMG,165796.99
IBI GROUP,155714.00
PROTAK CONSULTING GROUP,154528.92
