owner_acronym,source_year,total_entries,total_contracts,total_amendments
acoa,2016,1,1,0
agr,2015,3,2,1
cbsa,2014,2,2,0
cbsa,2016,1,1,0
cbsa,2017,3,3,0
cnsc,2016,1,1,0
csa,2008,1,1,0
csa,2012,1,1,0
csc,2013,1,1,0
csc,2014,2,1,1
csc,2015,2,2,0
csc,2016,3,3,0
csc,2017,4,2,2
dfo,2010,2,2,0
dfo,2013,1,1,0
dfo,2016,3,2,1
dfo,2017,2,2,0
dnd,2008,126,116,10
dnd,2009,126,83,43
dnd,2010,95,76,19
dnd,2011,148,127,21
dnd,2012,103,70,33
dnd,2013,74,56,18
dnd,2014,87,72,15
dnd,2015,81,71,10
dnd,2016,33,26,7
dnd,2017,26,21,5
ec,2012,1,1,0
ec,2016,2,2,0
esdc,2013,1,1,0
fintrac,2011,1,1,0
gac,2009,1,1,0
gac,2010,1,1,0
gac,2011,2,2,0
gac,2016,1,1,0
gac,2017,3,3,0
ic,2011,1,1,0
ic,2013,1,1,0
ic,2016,1,1,0
inac,2017,3,3,0
ircc,2016,1,1,0
ircc,2017,1,1,0
just,2011,1,1,0
just,2016,1,1,0
nrc,2016,1,1,0
nrcan,2017,2,2,0
pch,2017,1,1,0
pco,2008,2,2,0
pco,2009,1,1,0
pco,2011,1,1,0
pco,2017,1,1,0
ppsc,2016,1,1,0
pspc,2008,1,1,0
pspc,2014,1,1,0
pspc,2017,3,3,0
rcmp,2008,6,6,0
rcmp,2009,2,2,0
rcmp,2010,3,3,0
rcmp,2011,1,1,0
rcmp,2012,5,5,0
rcmp,2013,6,5,1
rcmp,2014,6,4,2
rcmp,2015,5,4,1
rcmp,2016,12,12,0
rcmp,2017,12,12,0
ssc,2012,2,1,1
ssc,2013,2,2,0
ssc,2014,3,3,0
ssc,2016,7,7,0
ssc,2017,2,2,0
tbs,2012,2,2,0
tbs,2013,2,1,1
tbs,2015,1,1,0
tc,2011,2,2,0
tc,2013,1,1,0
tc,2017,2,2,0
