vendor_normalized,sum_effective_value
CISTEL TECHNOLOGY,1620093.75
TELUS CANADA,1522435.87
NUMERIS,1389882.88
LUMINA IT,633134.88
AFFINITY VIDEO PRODUCTIONS,379787.35
CBCI TELECOM CANADA,269906.44
NLOGIC,259969.14
LIONBRIDGE,220272.94
TUNDRA TECHNOLOGIES SOLUTIONS,181065.56
SOFTCHOICE,178238.71
EXCEL HUMAN RESOURCES,172890.00
IFATHOM,117274.50
CONEXSYS,105591.22
FLEX TECH SERVICES,81181.08
EKOS RESEARCH ASSOCIATES,72497.98
TERAMACH TECHNOLOGIES,56905.04
PHOENIX STRATEGIES PERSPECTIVES,54915.03
ONX ENTERPRISE SOLUTIONS,40426.76
ACCESS 2 NETWORKS,37440.56
STIFF SENTENCES,36775.90
SAM KNOWS,35750.00
TNS CANADA,34976.58
ADVANCED BUSINESS INTERIORS,34901.34
KNOWLEDGE CIRCLE,34236.00
GARTNER,32306.70
LEADERSHIP DYNAMIKS,29489.00
STONEWORKS TECHNOLOGIES,28973.70
CISION,28029.70
COSSETTE COMMUNICATIONS,27367.35
BERLITZ,25725.00
SIMNER DBA ROBERT NERON,25312.00
ACART COMMUNICATIONS,25000.00
TARIFICA,24999.00
NCFTA,24990.00
176461 CANADA DBA MARSHALL DAIGNEAULT ASSOC,24978.32
CUTTING EDJJ,24950.00
PENS 4 HIRE,24012.50
SHUMAC,23822.82
SAMUEL PRASHKER,23730.00
BURKE CADER MEDIA STRATEGIES,23052.00
MAAWG,22600.00
CARTT,22598.19
SAMSON ASSOCIATES,21845.25
ECOLE DE LANGUES CREUSOT,21000.00
RFP SOLUTIONS,20340.00
MICROSOFT CANADA,19508.42
MINDWIRE SYSTEMS,19404.00
FREEBALANCE,19306.88
FRISCHKORN AUDIO VISUAL,18639.76
THOMSON REUTERS,18564.10
NOVA NETWORKS,18330.46
VMWARE,18273.96
POINT DIMPRESSION NUMERIQUE,17198.42
HEWLETT PACKARD,16787.85
BLACKBERRY,15773.67
MAPLE DATA WORKS,15538.18
LEMAY YATES ASSOCIATES,15311.50
INSTITUTE ON GOVERNANCE,15000.00
TRADUCTIONS TESSIER,14900.00
BRONSON CONSULTING GROUP,14868.00
SI SYSTEMS,14637.00
OVUM,13962.82
IBM CANADA,13031.73
CUSTOMER SERVICE PROFESSIONALS NETWORK CSPN,12500.00
CLIC,12484.50
NORDICITY,12430.00
HILL TIMES PUBLISHING,12427.18
SEBASTIEN LAVALLEE PHOTOGRAPHE,12204.00
SP GLOBAL,12097.30
THE MOMENT,12091.00
DOMAIN TOOLS,12028.70
PRINTERS PLUS,11630.89
COMMUNICATIONS DELPHIS,11300.00
CARTTCA,11299.10
ADVANCED CHIPPEWA TECHNOLOGIES,11086.94
TUCOWS,11017.50
NEWS CANADA FIFTH STORY,10840.00
ROBERTSON COMPANY,10470.02
FREEMAN AV,10227.43
ENVIRONICS RESEARCH GROUP,10000.50
ABUSIX,10000.00
ADVISO CONSEIL,9988.46
TELAX VOICE SOLUTIONS,9975.00
FAST FORWARD FRENCH,9500.00
PENS4HIRE,9125.00
176461 CANADA DBA MARSHALL DAIGNEAULT,8466.50
DRUIDE INFORMATIQUE,8295.45
INSITU SERVICES LINGUISTIQUES,7700.00
SECDEV CYBER,7647.84
IAN MARTIN GROUP,7458.00
CLIC OTTAWA GATINEAU,7297.50
LEXISNEXIS CANADA,6657.06
NIMBLE INFORMATION STRATEGIES,6271.50
CSDC SOFTWARE,6190.83
3141152 CANADA VAPOREL PLUS,5831.52
CISION CANADA,5621.71
BMC SOFTWARE CANADA,4927.70
