vendor_normalized,sum_effective_value
GILTSPUR EXHIBITS OF CANADA,27897389.16
COSSETTE COMMUNICATIONS,15742597.27
SNC LAVALIN,15736350
CIRQUE DU SOLEIL,11340000
GROUPE PHANEUF,10961000
MAPLESOFT CONSULTING,9564060.45999998
ENTREPRISE DE COMMUNICATIONS TANK,9175705.0716668
9137 5030 QUEBEC,7598007
EXCEL HUMAN RESOURCES,7006528.125
SOFTCHOICE,5251094.27
EMERION,5185186.93
NORTHERN MICRO,4993964.245
DELOITTE AND TOUCHE,4175785.255
XEROX,4046857.11302382
IBISKA TELECOM,3787859.87250001
BDO CANADA,3602507.62666666
ID3 IDEES AU CUBE,2695018.9521429
NISHA TECHONOLOGIES,2672752.75
STATEL CAPITAL TECHNOLOGY PARTNERS,2613812.27
MICROSOFT CANADA,2611891.85111111
CANADIAN CORPS OF COMMISSIONAIRES,2544847.5
HISTORICA FOUNDATION OF CANADA THE,2255000
CALIAN,2192737.165
ALTIS HUMAN RESOURCES,2166544.37
SAMSON ASSOCIATES,2031492.9425
URTHGATE SYSTEMS,1954204.96
COTTON CANDY MISSISSAUGA,1818607.96
PRA,1679901.69
IT NET CONSULTANTS,1667695.54
TOBERMORY PRESS,1552606.08
EXECUTIVE PROMOTIONS,1481986.24
FOXRED CONSULTING,1431898.67
BROADWAY EXPORTERS IMPORTERS,1399106.80999999
KPMG,1345373.61
KELLY SEARS CONSULTING GROUP,1330366.055
ASOKAN BUSINESS INTERIORS ASOKAN SOLUTIONS DE BUREAU,1328194.32
SPEARHEAD MANAGEMENT CANADA,1293479.64
PROJECT X PRODUCTIONS,1263611.10750001
SI SYSTEMS,1251447.13
BELL CANADA,1203534.60833333
ST JOSEPH DIGITAL SOLUTIONS,1176374.71
ID3 IDACES AU CUBE,1160764.06571428
GOSS GILROY,1144461.315
ITEX,1136373.01
THE HISTORICA DOMINION INSTITUTE,1100000
EBSCO CANADA,1093756.1
GARTNER,1050491.045
IBM CANADA,1044381.415
LAFLEUR DE LA CAPITALE,1025710.14
RAYMOND CHABOT GRANT THORNTON,1001647.14
VERITAAQ TECHNOLOGY HOUSE,989602.5
CLOSEREACH,946397.96
ST JOSEPH PRINT GROUP,934883.94333333
AKRAN MARKETING,885846.02499999
SYSTEMSCOPE,863310.6
CORPORATION OF THE COUNCIL OF MINISTERS OF EDUCATION CANADA,863018.928
PICO CHICAGO,854850.5
1302015 ONTARIO,844703.028333331
IRON HORSE SECURITY,839203.62
LA PRESSE CANADIENNE,836874.6
PRIME STRATEGIES,817000.64
SCYTHES,807547.728
MARATHON WATCH COMPANY,807091.2
OPENTEXT,779509.869999998
8906297 CANADA,753995.325
DALIAN ENTERPRISES,746406.42
KSR NETWORK CONSULTING O A ALTRUISTIC INFORMATICS CONSULTING,737160.06
GROUPE CONSEIL BAASTEL LE,736787.26
WALL SOUND AND LIGHTING,730403.805
INSTITUT CANADIEN DE RECHERCHE SUR LES MINORITACS LINGUISTIQUES ICRML,729853.79
METAFORE,727437.73
ZENTRA,708926.98
4165047 CANADA,706061.47
PROCOM CONSULTANTS,702867.7
MESSA COMPUTING,699886.38
ARTEMP PERSONNEL SERVICES,690984.785
KOAN IT,685519.915
COPEM CONSULTING,673039.56
SAP,666316.133333334
COMPOSITION SAINTE FOY,663305
OPSIS GESTION DAINFRASTRUCTURES,648731.19
GENESIS INTEGRATION,637230.87
THE BILL REID FOUNDATION,627763.519999994
CEDROM SNI,609233.03
FLAGTECH ARTISANS DU TEXTILES,586763.29666668
BRAINHUNTER,583915.12
SOLOTECH,577641.26
CANADIAN MUSIC INDUSTRY DATABASE,576291.39
SYSTEMATIX SOLUTIONS,575384.5
MEYKNECHT LISCHER,570549.77
ALEX FILMS,570248.71
NIELSEN MEDIA RESEARCH,558643.675
MOMENTUM DECISIVE SOLUTIONS CANADA,555100
CANADIAN OLYMPIC COMMITTEE,553776.12
WORK DYNAMICS TECHNOLOGIES,550846.09
THE FAIRMONT ROYAL YORK,550687.03
ORACLE CANADA,545899.2
BRUKER AXS,525780.693333333
CANADIAN ICE CARVERS SOCIETY,523523.58333333
HALLUX CONSULTING,519309.75
