vendor_normalized,sum_effective_value
MINDWIRE SYSTEMS,3318688.06333333
FUJITSU,1614873.49
ELSEVIER BV,1603042.5
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,562709.5
PRINTERS PLUS,521099.896666667
COMPUCOM CANADA,518142.05
MAPLESOFT CONSULTING,490555.66666667
CANADIAN CORPS OF COMMISSIONAIRES,490053
MICROSOFT CANADA,479836.97
ORACLE CANADA,435438.62
SOMOS,260662.75
SOFTCHOICE,235911
TELECOM COMPUTER SERVICES,225314.42
ZERNAM ENTERPRISE,220903
TEKNION,219197
9288-7231 QUEBEC LA PLAZA PLAZA GATINEAU,202970
RANDSTAD,200344
DELOITTE AND TOUCHE,192100
INFO-TECH RESEARCH GROUP,191603
BELL CANADA,178546
ITEX,178243.11
EDGAR,167375
HOTEL PLAZA DE LA CHAUDIERE,165863
CONEXSYS,163925.06
DELL COMPUTER CORPORATION,163309.8
DYNAMIC PERSONNEL CONSULTANTS 1019837 ONTARIO,162220.69
NORTHERN MICRO,153963.99
ROBERT HALF CANADA,153228
HOTEL INDIGO,150766.53
MANPOWER SERVICES CANADA,147013
SI SYSTEMS,139642
GOSS GILROY,131956.01
ADVANCED BUSINESS INTERIORS,130318
CORRECTOUT,129875.01
LIONBRIDGE,125000
ERNST & YOUNG,122040
PROCOM CONSULTANTS,120701.33333333
ST MICHAEL S HOSPITAL,119368
ADVANCED CHIPPEWA TECHNOLOGIES,110038.31
LORD ELGIN HOTEL,103829.53
PROGRAM EVALUATION AND BEYOND,98592.5
ACTION PERSONNEL,94471.5
SMARTLAB,92999.5
OBSERVATOIRE DES SCIENCES UNIVERSITE DU QUEBEC A MONTREAL,92324
CASEWARE IDEA,87747.32
CLARIVATE ANALYTICS,86298.5
CAREWORX CORPORATION,86167.93
TRADUCTION G OUELLET,82500
FREEBALANCE,81589.05
SAMSON ET ASSOCIES,74919
OTTAWA MARRIOTT HOTELS,73984.34
NEWFOUND RECRUITING,73167.666666667
GARTNER,70376.4
I4C CONSULTING,69834
JOHNSTON RESEARCH,67687
CODEWORK,65228.11
EAGLE PROFESSIONAL RESOURCES,62009
ALTIS HUMAN RESOURCES,61990.39
STRATEGYCORP,61136.2
EXCEL HUMAN RESOURCES,60211.277777778
TESSIER TRANSLATION,55000
QUANTUM WRITING,55000
SERVICES LINGUISTIQUES,55000
LANSDOWNE TECHNOLOGIES,55000
TRUDEL JEANNOT,55000
FOSS MARK,55000
COMPUTER MEDIA PRODUCTS,52488
DELTA OTTAWA CITY CENTER,51936.98
BEECHWOOD CONSULTING AND RESEARCH,50285
PAIRWISE AFFINITY,49990
SERVICES LINGUISTIQUES VERSACOM,49394
PROTAK CONSULTING GROUP,47968.5
CBCI TELECOM,47628.02
OTTAWA SECURITY SYSTEMS,46024
ODGERS BERNDSTON OTTAWA,45330.5
RFP SOLUTIONS,45256.5
DRUIDE INFORMATIQUE,44917.46
STRACHAN-TOMLINSON,44500
OPENTEXT,40678.96
TURTLE ISLAND STAFFING,38767.96
UNIVERSITE DU QUEBEC A MONTREAL,38014
INSIGHT SOFTWARE CANADA,36660
BAMBOO BRANDING,35917.05
SERENA SOFTWARE,35447.69
TERAMACH TECHNOLOGIES,34084
PIXELERA,33900
GESTION LEFRANCOIS,32849.1
CNW GROUP,32205
PARK HYATT TORONTO,31119.71
PURESPIRIT SOLUTIONS,31038
GROUPE VOXCO,30171
NISHA TECHONOLOGIES,28410
ZOHO CORPORATION,28082.91
THOMSON REUTERS SCIENTIFIC,27568.61
LARIMAR STRATEGIES,27120
CANADIAN PRESS ENTERPRISES,26333.65
THE RIGHT DOOR CONSULTING,24974.47
LUMINA IT,24973
PEGASIE TECHNOLOGIES,24860
TAZIM VIRANI AND ASSOCIATES,24860
