vendor_normalized,sum_effective_value
A HUNDRED ANSWERS,1631487.055
OTTAWA MARRIOTT OTTAWA,1150581.945
TURTLE TECHNOLOGIES,1070216.475
EXCEL HUMAN RESOURCES,926893.82
LANNICK CONTRACT SOLUTIONS,552361.27
ADRM TECHNOLOGY CONSULTING,333293.5
SAP,255075.136
EMERION,238725.55555555
ARTEMP PERSONNEL SERVICES,219814.48
RICOH,215114.499
I4C INFORMATION TECHNOLOGY,174020
PRA,160558.875
STONEWORKS TECHNOLOGIES,129304.62
CARLSON WAGONLIT GLOBAL TRAVEL,116988.9
ACCESS 2 NETWORKS,107864
OPENFRAME TECHNOLOGIES,102499.28666667
TES CONTRACT SERVICES,97285.466666667
LEAN AGILITY,83902.5
HAY GROUP,81302.746666667
ERNST YOUNG,80934.84
DYNAMIC PERSONNEL CONSULTANTS,62588.62
DELTA OTTAWA CITY CENTRE,49146.81
ROGERS,49136.353333333
ALTIS HUMAN RESOURCES,44239.5
FREEBALANCE,44183.565
ANDORA GRAPHICS,38391.75
CTC TRAINCANADA,35145.825
IRON MOUNTAIN CDA OPRATINS,30247.39
CANADIAN CORPS OF COMMISSIONAIRES,29043.305
THOMSON REUTERS SCIENTIFIC,28311.535
LES PUBLICATIONS BDL,24973
BAYARD CANADA,24973
CORADIX TECHNOLOGY CONSULTING,24747
MESSA COMPUTING,24408
GREYHAT INFORMATION SECURITY,24408
VANGUARD EMC,22882.5
KPMG,22475.7
LS HOTTE CONSULTING,21696
MAXSYS PROFESSIONALS AND,19279.92
ERGOPRIME,18013.204444444
ECOLE CREUSOT,17005.066666667
GRAYBRIDGE INTERNATIONAL CONSULTING,16479.17
GRAND TOY,14125
OPSWAT,13415.705
INNOVEE,12458.25
CGI,12430
LIPMAN STILL PICTURES,12430
CNW GROUP,10735
CARAHSOFT TECHNOLOGY,10037.79
IBM CANADA,8411
PRPIC MAYA,8324.3333333333
WORDTASK INFORMATION,7345
ANN HOLMES ASSOCIATES,6497.5
CSDC SYSTEMS,6005.83
ENTRUST,5968.425
MCLAUGHLIN DAVID,5226.25
NATTIQ,5085
