gen_vendor_normalized,total_entries,total_contracts,total_amendments
CISTEL TECHNOLOGY,8,2,6
ABI ADVANCED BUSINESS INTERIORS,7,7,0
MICROSOFT CANADA,6,6,0
ITEX,5,5,0
ASAP REPORTING SERVICES,5,4,1
CONEXSYS,5,5,0
CGI,5,3,2
49 SOLUTIONS,4,1,3
EXCEL HUMAN RESOURCES,4,4,0
IBM CANADA,4,1,3
ASOKAN BUSINESS INTERIORS,4,4,0
RANDSTAD,3,2,1
TEKNION,3,3,0
BESC OTTAWA,3,3,0
TERAMACH TECHNOLOGIES,3,3,0
THE ATTAIN GROUP,3,2,1
THE RIGHT DOOR CONSULTING SOLUTIONS,3,3,0
THOMSON REUTERS CANADA,3,2,1
QMR,3,3,0
XEROX,3,2,1
AVI SPL CANADA,2,2,0
GEORGE STONYK,2,2,0
ECOLE DE LANGUES ABCE,2,2,0
BDO CANADA,2,1,1
QUORUS CONSULTING GROUP,2,1,1
CANADIAN INSTITUTE FOR THE ADMINISTRATION OF JUSTICE INSTITUT CANADIEN DADMINISTRATION DE LA JUSTICE,2,2,0
ZOHO,2,1,1
ADRM TECHNOLOGY CONSULTING,2,1,1
TRM TECHNOLOGIES,2,2,0
STONEWORKS TECHNOLOGIES,2,1,1
MDOS CONSULTING,2,1,1
IRON MOUNTAIN CANADA OPERATIONS,2,2,0
IPSS,2,2,0
LEXUM INFORMATIQUE JURIDIQUE,2,1,1
LEXISNEXIS CANADA,2,2,0
VMWARE,2,2,0
GARTNER,2,2,0
KNOWLEDGE CIRCLE LEARNING SERVICES,1,1,0
KPMG,1,1,0
LIONBRIDGE,1,1,0
MACDOUGALL BARRY G A,1,1,0
MIKE BLOCK CONSULTING,1,1,0
MINDWIRE SYSTEMS,1,1,0
MONIQUE MONTGOMERY O A MON RO SALES AND MARKETING CONSULTING,1,1,0
NATIONAL APPRAISAL CONSULTANTS,1,1,0
NISHA TECHONOLOGIES,1,1,0
NORTHERN MICRO,1,1,0
OPTRICS,1,1,0
PHL MONARCH CONNECTION,1,1,0
PIERRE HAMEL,1,1,0
PITNEY BOWES,1,1,0
PLEIAD CANADA,1,1,0
PRICEWATERHOUSE COOPERS,1,1,0
RAYMOND CHABOT GRANT THORNTON CIE,1,1,0
RICOH,1,1,0
ROGERS,1,1,0
RYAN SMITH DESIGN ASSOCIATES,1,1,0
SIMPLEX INDUSTRIES,1,1,0
SIMPLY VOTING,1,1,0
SI SYSTEMS,1,1,0
SOCIETE GAMMA,1,1,0
SOFTCHOICE,1,1,0
SPI CONSULTANTS,1,1,0
STENOTRAN SERVICES,1,1,0
SYSTEMSCOPE,1,1,0
TEKSYSTEMS CANADA,1,1,0
TELFER EXECUTIVE PROGRAMS,1,1,0
TELUS CANADA,1,1,0
TES LEADERSHIP GROUP,1,1,0
THE KNOWLEDGE TRANSFER COMPANY TKTC,1,1,0
1317855 ONTARIO,1,1,0
THE MASHA KRUPP TRANSLATION GROUP,1,1,0
THE VCAN GROUP,1,1,0
TOSHIBA OF CANADA,1,1,0
UPSTREAM BUSINESS SOLUTIONS,1,1,0
VEEAM SOFTWARE CANADA,1,1,0
WORKPLACE SAFETY PREVENTION SERVICES,1,1,0
WPP GROUP CANADA COMMUNICATIONS,1,1,0
ZERNAM ENTERPRISE,1,1,0
THE KNOWLEDGE TRANSFER COMPANYTKTC,1,1,0
170963 CANADA,1,1,0
360 ADVANCED SECURITY,1,1,0
9051 8176 QUEBEC,1,1,0
ADVANCED BUSINESS INTERIORS,1,1,0
ADVANCED CHIPPEWA TECHNOLOGIES,1,1,0
ALTIS HUMAN RESOURCES,1,1,0
APPLIED ELECTONICS,1,1,0
ARTEMP PERSONNEL SERVICES,1,1,0
BARRY MCLOUGHLIN ASSOCIATES,1,1,0
CANADIAN CORPS OF COMMISSIONAIRES,1,1,0
CANADIAN INSTITUTE FOR THE ADMINISTRATION OF JUSTICE,1,1,0
CANADIAN INSTITUTE FOR THE ADMINISTRATION OF JUSTICE INSTITUT CANADIEN DADMINISTRATION DELA JUSTICE,1,1,0
CANON,1,1,0
CAPITAL OFFICE INTERIORS,1,1,0
CARY ALAN JOHNSON,1,1,0
CDW CANADA,1,1,0
COHEN HAMILTON STEGER,1,1,0
COMPUCOM CANADA,1,1,0
CONTEMPORARY FINE ART SERVICES,1,1,0
COSSETTE COMMUNICATIONS,1,1,0
CSDC SYSTEMS,1,1,0
CYPHERCOR,1,1,0
DELL COMPUTER,1,1,0
DYNAMIC PERSONNEL CONSULTANTS,1,1,0
DYNAMIX OTTAWA,1,1,0
ELIZABETH MACPHERSON,1,1,0
EMERION,1,1,0
EVALUATION PERSONNEL SELECTION,1,1,0
GAM TECHNICAL SERVICES,1,1,0
GLOBAL KNOWLEDGE NETWORK CANADA,1,1,0
GROUPE INTERSOL GROUP,1,1,0
HORIZON FURNITURE DISTRIBUTORS,1,1,0
INFO TECH RESEARCH GROUP,1,1,0
INGENIUM COMMUNICATIONS,1,1,0
INSTALLATIONS DELIVERIES PLUS OTTAWA,1,1,0
KI DESIGN,1,1,0
